Age,Gender,Weight (kg),Height (m),Calories_Burned,Workout_Type,Workout_Frequency (days/week),BMI,Name of Exercise
42.37,Male,64.33,1.71,1020.7,Yoga,2.99,22.0,Flutter Kicks
49.15,Male,78.21,1.61,740.36,Yoga,2.99,30.17,Renegade Rows
19.83,Male,92.62,1.94,1092.58,Cardio,3.02,24.61,Kettlebell Swings
29.01,Female,85.22,1.72,2561.67,HIIT,4.01,28.81,Bulgarian Split Squats
27.4,Female,63.9,1.52,857.51,Yoga,3.99,27.66,Bird Dogs
44.17,Female,70.25,1.75,1234.2,HIIT,2.97,22.94,Push-ups
39.89,Male,57.67,1.69,849.6,Yoga,4.01,20.19,Deadlifts
43.3,Male,53.86,1.72,740.36,Yoga,3.99,18.21,Rows
54.93,Female,70.95,1.62,362.67,Yoga,2.99,27.03,Deadlift
23.11,Female,81.7,1.85,1242.11,Yoga,4.0,23.87,Dips
19.26,Female,94.85,1.85,1597.2,HIIT,4.02,27.71,Pistol Squats
49.89,Female,70.39,1.72,1340.32,Strength,4.0,23.79,Step-ups
23.0,Male,83.07,1.8,834.9,HIIT,2.99,25.64,Leg Press
38.2,Male,56.38,1.61,863.28,Yoga,4.03,21.75,Seated Rows
48.76,Male,81.62,1.83,1543.21,Yoga,5.04,24.37,Dead Bugs
23.05,Male,83.36,1.99,1387.33,Yoga,3.98,21.05,Frog Jumps
50.24,Female,50.7,1.69,858.0,Yoga,1.97,17.75,Plyometric Push-ups
50.1,Male,73.79,1.55,891.81,Strength,3.03,30.71,Zottman Curls
47.12,Female,73.92,1.8,890.19,Yoga,2.99,22.81,Plank
34.21,Male,125.09,1.63,1861.2,HIIT,2.99,47.08,Kettlebell Swings
50.42,Male,44.8,1.67,984.76,Yoga,3.99,16.06,Tricep Dips
35.93,Female,95.96,1.86,1202.31,Cardio,3.0,27.74,Flutter Kicks
41.91,Female,59.0,1.74,2084.2,Strength,5.01,19.49,Russian Twists
18.48,Male,52.61,1.74,1056.0,Cardio,1.99,17.38,Thrusters
24.16,Male,63.41,1.79,1871.28,HIIT,4.03,19.79,Lunges
23.45,Female,44.17,1.62,382.45,Yoga,1.99,16.83,Deadlifts
53.83,Female,64.57,1.53,1348.36,Yoga,3.98,27.58,Lateral Raises
33.88,Male,115.3,1.81,1353.83,Strength,2.01,35.19,Thrusters
39.38,Male,55.96,1.71,2031.12,Cardio,4.99,19.14,Push Ups
55.78,Female,125.47,1.86,720.0,Yoga,3.0,36.27,Incline Push-ups
36.7,Female,53.28,1.71,1207.58,Strength,3.96,18.22,Calf Raises
48.67,Female,44.84,1.74,1192.38,Cardio,2.98,14.81,Glute Bridges
21.12,Male,54.84,1.78,370.27,Yoga,1.99,17.31,Deadlift
53.61,Male,75.91,1.62,1353.6,Cardio,4.02,28.92,Calf Raises
57.64,Female,74.9,1.75,1326.16,HIIT,2.01,24.46,Wall Angels
40.59,Female,76.96,1.79,1015.2,Yoga,3.97,24.02,Pistol Squats
28.9,Male,121.81,1.87,1729.2,HIIT,3.99,34.83,Renegade Rows
51.44,Female,44.71,1.62,922.32,Yoga,2.99,17.04,Reverse Lunges
27.33,Female,60.8,1.8,1795.68,HIIT,1.96,18.77,Bird Dogs
43.2,Female,42.26,1.66,642.4,Cardio,2.01,15.34,Burpees
29.02,Female,58.26,1.61,1283.06,Strength,3.02,22.48,Scissors Kicks
38.06,Male,81.25,1.71,2170.26,HIIT,4.99,27.79,Dead Bugs
22.89,Female,64.69,1.62,1836.33,HIIT,2.99,24.65,Russian Twists
44.86,Male,77.92,1.96,1562.32,HIIT,2.98,20.28,Russian Twists
25.1,Female,41.65,1.67,740.98,Yoga,2.99,14.93,Inverted Rows
24.97,Male,64.35,1.68,1150.54,HIIT,2.01,22.8,Wall Angels
53.86,Male,87.16,1.76,1426.82,Cardio,3.04,28.14,Burpees
33.76,Male,112.4,1.85,1544.4,HIIT,4.0,32.84,Russian Twists
46.19,Male,48.32,1.72,1238.54,Cardio,2.97,16.33,Jumping Jacks
21.88,Female,42.93,1.56,1928.81,HIIT,3.02,17.64,Bicep Curls
46.96,Female,42.99,1.62,440.4,Cardio,3.0,16.38,Face Pulls
30.87,Male,63.22,1.64,2202.2,HIIT,4.02,23.51,Bear Crawls
34.75,Female,85.43,1.85,2541.48,HIIT,5.04,24.96,Dead Bugs
32.59,Male,104.71,1.67,690.33,HIIT,3.02,37.55,Turkish Get-ups
27.55,Male,121.97,1.94,989.62,Cardio,3.99,32.41,Wall Angels
32.06,Male,89.72,1.92,2007.2,Cardio,4.01,24.34,Shoulder Press
21.14,Male,50.88,1.71,1144.8,Strength,2.98,17.4,Jumping Jacks
47.99,Male,56.96,1.51,1808.4,HIIT,3.99,24.98,Calf Raises
32.14,Female,67.73,1.66,790.68,Yoga,3.98,24.58,Prone Cobras
45.83,Male,56.1,1.6,1065.77,HIIT,2.97,21.91,Box Jumps
51.8,Female,86.3,1.74,2149.49,Strength,4.02,28.5,Thrusters
21.15,Female,101.31,1.95,863.18,Cardio,2.98,26.64,Face Pulls
41.69,Female,46.55,1.77,537.78,Cardio,2.0,14.86,Decline Push-ups
48.01,Male,74.16,1.61,1286.4,Cardio,4.0,28.61,Push Ups
30.53,Male,60.95,1.77,2015.5,Strength,3.99,19.45,Bench Press
31.28,Female,48.02,1.65,1329.79,HIIT,2.03,17.64,Wall Angels
40.18,Male,106.11,1.65,1425.6,Strength,4.02,38.98,Deadlift
52.5,Female,61.57,1.69,2582.33,HIIT,3.99,21.56,Turkish Get-ups
19.95,Male,55.0,1.6,1199.8,Strength,3.99,21.48,Push Ups
41.11,Male,51.5,1.8,785.45,Yoga,3.97,15.9,Jumping Jacks
51.82,Female,79.82,1.51,495.0,Yoga,2.99,35.01,Resistance Band Pull-Aparts
58.0,Female,108.79,1.75,999.9,Strength,1.99,35.52,Wall Angels
38.77,Male,45.75,1.79,634.18,Strength,3.0,14.28,Flutter Kicks
45.98,Female,44.3,1.77,1067.38,Yoga,2.99,14.14,Superman
30.44,Male,113.85,1.91,1252.73,Strength,3.0,31.21,Tricep Extensions
20.42,Female,55.66,1.6,1217.35,Strength,4.01,21.74,Bench Press
19.86,Female,63.69,1.78,1342.63,Yoga,3.98,20.1,Lat Pulldowns
41.97,Male,85.05,1.81,1608.28,Cardio,5.02,25.96,Scissors Kicks
56.08,Male,125.34,1.86,718.2,Yoga,2.99,36.23,Lateral Raises
26.39,Female,76.84,1.79,841.7,Yoga,3.02,23.98,Plyometric Push-ups
36.96,Female,103.9,1.89,476.06,Cardio,1.99,29.09,Box Jumps
49.79,Male,51.16,1.69,1288.17,Strength,1.97,17.91,Pull-ups
41.07,Male,77.44,1.76,914.4,Yoga,4.0,25.0,Jumping Jacks
48.22,Female,69.27,1.75,1423.17,Cardio,2.98,22.62,Bicep Curls
53.43,Male,44.32,1.65,1395.52,Strength,4.01,16.28,Squats
55.14,Female,62.58,1.7,872.78,Yoga,2.99,21.65,Squats
58.18,Male,109.97,1.75,665.99,Yoga,2.02,35.91,Face Pulls
36.29,Female,121.59,1.93,1429.21,Cardio,2.96,32.64,Plank
36.99,Male,88.23,1.95,2259.4,HIIT,4.98,23.2,Dips
48.96,Female,43.71,1.65,1251.76,Strength,3.99,16.06,Plyometric Push-ups
34.96,Male,45.5,1.62,493.25,Cardio,1.97,17.34,Kettlebell Swings
31.17,Female,53.79,1.76,886.34,Yoga,3.99,17.37,Resistance Band Pull-Aparts
50.28,Male,67.28,1.75,441.8,Yoga,2.99,21.97,Step-ups
50.15,Male,91.36,1.71,763.84,Yoga,4.01,31.24,Bench Press
53.78,Male,86.66,1.76,1071.91,Yoga,2.97,27.98,Tricep Extensions
30.18,Male,52.77,1.74,1153.67,Strength,3.02,17.43,Bicycle Crunches
28.85,Female,87.86,1.86,1579.58,Cardio,4.01,25.4,Scissors Kicks
19.96,Male,116.6,1.81,1470.02,Strength,2.99,35.59,Plyo Squats
39.82,Female,82.21,1.74,792.0,Cardio,2.01,27.15,Turkish Get-ups
56.94,Female,82.54,1.69,827.31,Yoga,3.99,28.9,Lat Pulldowns
57.19,Male,68.46,1.56,1381.25,Cardio,3.99,28.13,Squats
38.86,Female,63.46,1.56,1207.8,Strength,1.99,26.08,Bulgarian Split Squats
38.44,Female,70.21,1.52,856.09,Yoga,4.0,30.39,Squats
56.25,Male,89.94,1.61,1316.3,Cardio,3.0,34.7,Wall Angels
48.01,Female,73.63,1.61,1315.2,Cardio,3.97,28.41,Wall Angels
42.89,Male,46.6,1.63,1427.8,HIIT,2.03,17.54,Step-ups
22.14,Female,49.92,1.59,1383.55,Strength,2.98,19.75,Scissors Kicks
22.57,Female,81.03,1.85,1858.87,Strength,3.98,23.68,Dead Bugs
49.42,Female,55.32,1.55,2643.46,HIIT,3.99,23.03,Reverse Lunges
18.0,Female,65.62,1.55,1352.47,Cardio,2.99,27.31,Prone Cobras
19.8,Female,93.05,1.94,1492.84,HIIT,2.99,24.72,Dead Bugs
45.33,Female,113.29,1.71,730.4,Cardio,2.01,38.74,Dragon Flags
48.81,Male,41.85,1.53,966.24,Cardio,3.01,17.88,Frog Jumps
31.17,Female,58.46,1.73,1263.6,Strength,2.99,19.53,Frog Jumps
52.15,Female,58.02,1.56,2371.97,HIIT,4.02,23.84,Glute Bridges
18.82,Male,98.44,1.7,731.06,Cardio,2.02,34.06,Renegade Rows
41.96,Female,50.81,1.75,1704.22,HIIT,3.0,16.59,Pull-ups
55.19,Female,76.15,1.7,1008.84,Cardio,4.03,26.35,Zottman Curls
53.39,Female,82.63,1.61,1459.72,Yoga,4.99,31.88,Mountain Climbers
35.93,Female,91.08,1.65,1808.4,HIIT,4.03,33.45,Pistol Squats
45.05,Male,50.6,1.79,895.4,HIIT,1.99,15.79,Seated Rows
45.6,Male,57.77,1.53,2633.22,HIIT,4.03,24.68,Push Ups
45.81,Female,59.43,1.68,1545.69,HIIT,3.99,21.06,Reverse Lunges
18.0,Male,92.99,1.74,1239.67,Cardio,1.97,30.71,Burpees
44.1,Female,42.7,1.78,1953.6,HIIT,2.99,13.48,Tricep Extensions
18.83,Female,49.34,1.69,924.0,Cardio,2.99,17.28,Pistol Squats
50.12,Female,57.61,1.58,2762.02,HIIT,5.0,23.08,Squats
38.24,Male,46.95,1.74,1348.64,HIIT,3.97,15.51,Jumping Jacks
21.96,Female,96.58,1.63,1779.03,HIIT,3.99,36.35,Resistance Band Pull-Aparts
19.82,Female,74.28,1.58,998.4,Cardio,3.0,29.75,Leg Press
40.16,Male,63.78,1.61,1144.0,Cardio,2.01,24.61,Seated Rows
52.72,Male,56.53,1.79,1790.1,Strength,5.01,17.64,Flutter Kicks
46.41,Female,74.4,1.53,936.78,Yoga,4.0,31.78,Dips
40.02,Male,63.98,2.0,1872.84,HIIT,4.03,16.0,Thrusters
36.22,Male,68.56,1.65,1081.42,Cardio,3.02,25.18,Renegade Rows
43.05,Male,66.52,1.83,799.2,Yoga,3.01,19.86,Burpees
25.4,Male,62.45,1.65,798.6,Yoga,3.03,22.94,Calf Raises
36.79,Female,48.42,1.67,926.52,Yoga,2.04,17.36,Plyo Squats
50.14,Male,68.01,1.77,1111.47,Strength,3.0,21.71,Seated Rows
21.94,Female,62.65,1.54,1099.76,Strength,3.99,26.42,Frog Jumps
33.11,Male,58.69,1.67,792.0,Cardio,2.98,21.04,Thrusters
21.13,Male,86.94,1.86,1790.71,HIIT,3.0,25.13,Reverse Lunges
27.2,Female,104.0,1.68,1227.78,Cardio,2.98,36.85,Kettlebell Swings
39.87,Female,93.58,1.93,919.07,Yoga,3.01,25.12,Thrusters
18.0,Female,64.4,1.53,2060.78,Cardio,4.98,27.51,Flutter Kicks
21.02,Female,124.78,1.66,1008.0,Yoga,2.99,45.28,Push Ups
46.23,Male,94.37,1.82,1591.57,Strength,3.0,28.49,Tricep Extensions
19.71,Male,92.0,1.94,1504.8,HIIT,3.02,24.44,Inverted Rows
49.89,Male,66.05,1.57,1524.6,HIIT,2.02,26.8,Burpees
43.07,Female,48.0,1.61,1263.74,Strength,1.99,18.52,Lunges
34.72,Male,55.47,1.56,2002.24,Strength,4.98,22.79,Wall Angels
51.5,Female,70.16,1.54,1709.2,HIIT,2.99,29.58,Step-ups
39.12,Female,127.7,1.82,1664.59,HIIT,3.01,38.55,Plyo Squats
50.06,Male,69.56,1.96,640.78,Yoga,2.98,18.11,Resistance Band Pull-Aparts
55.82,Female,84.41,1.63,1333.2,HIIT,3.99,31.77,Superman
22.65,Female,65.12,1.62,1458.0,Strength,3.01,24.81,Flutter Kicks
40.21,Female,57.28,1.69,856.8,Yoga,4.01,20.06,Plank
45.4,Male,88.43,1.78,2189.58,HIIT,4.0,27.91,Rows
35.15,Male,86.1,1.85,1388.4,Yoga,5.0,25.16,Scissors Kicks
28.83,Female,84.63,1.72,2557.73,HIIT,3.99,28.61,Frog Jumps
41.31,Female,78.51,1.72,978.38,Cardio,4.01,26.54,Turkish Get-ups
22.1,Male,61.93,1.52,1418.51,Yoga,5.0,26.8,Windshield Wipers
24.88,Male,50.48,1.98,827.31,Yoga,3.01,12.88,Rows
30.34,Female,85.21,1.95,2302.3,HIIT,4.98,22.41,Burpees
23.09,Male,71.18,1.72,1509.75,HIIT,2.02,24.06,Inverted Rows
50.87,Female,59.42,1.65,1599.86,HIIT,2.98,21.83,Face Pulls
21.94,Male,72.05,1.62,1660.71,HIIT,3.01,27.45,Jumping Jacks
51.92,Male,70.0,1.58,1100.68,Strength,3.02,28.04,Tricep Extensions
54.92,Male,128.43,1.68,1208.59,Strength,3.99,45.5,Wall Angels
44.7,Female,89.6,1.81,2013.95,Strength,5.01,27.35,Lat Pulldowns
41.8,Male,50.4,1.75,1237.37,Cardio,3.01,16.46,Lunges
38.95,Female,61.33,1.64,852.82,Cardio,3.0,22.8,Bicep Curls
38.91,Female,107.94,1.88,859.1,HIIT,2.02,30.54,Mountain Climbers
33.26,Female,40.38,1.63,764.47,Yoga,4.0,15.2,Thrusters
43.26,Female,82.74,1.85,876.94,Yoga,4.01,24.18,Bicep Curls
42.88,Male,55.35,1.82,712.8,Yoga,3.01,16.71,Decline Push-ups
20.14,Female,116.95,1.81,1784.97,HIIT,2.99,35.7,Bird Dogs
57.88,Female,56.27,1.7,893.77,HIIT,1.99,19.47,Dragon Flags
20.96,Male,74.44,1.93,1424.41,Strength,3.0,19.98,Squats
28.21,Male,55.38,1.79,1557.6,Yoga,5.0,17.28,Thrusters
31.88,Female,49.46,1.62,1276.52,Strength,2.98,18.85,Plyo Squats
45.08,Female,84.94,1.87,2347.0,HIIT,5.0,24.29,Bench Press
41.67,Male,63.41,1.71,1022.4,Yoga,3.01,21.69,Windshield Wipers
51.86,Male,47.09,1.86,1082.7,Strength,3.02,13.61,Reverse Lunges
25.9,Female,75.85,1.63,699.6,Yoga,1.97,28.55,Scissors Kicks
46.9,Female,127.39,1.65,761.61,Strength,2.0,46.79,Bear Crawls
33.78,Female,46.69,1.61,1113.33,Strength,3.0,18.01,Box Jumps
22.71,Female,42.47,1.58,369.26,Yoga,3.01,17.01,Lunges
28.18,Female,55.52,1.5,1522.17,Yoga,4.99,24.68,Jumping Jacks
27.19,Male,105.14,1.68,1702.8,HIIT,2.96,37.25,Lat Pulldowns
23.32,Female,59.85,1.79,2314.82,Strength,3.96,18.68,Dead Bugs
52.94,Male,77.78,1.65,1488.3,HIIT,2.99,28.57,Resistance Band Pull-Aparts
45.02,Male,50.62,1.87,1556.5,Strength,4.01,14.48,Bulgarian Split Squats
18.94,Female,73.39,1.79,541.2,Yoga,2.99,22.91,Dead Bugs
40.34,Female,52.56,1.61,766.3,Cardio,2.01,20.28,Bicycle Crunches
18.0,Female,64.31,1.59,1934.4,Cardio,4.0,25.44,Reverse Lunges
39.96,Female,92.95,1.93,1660.71,HIIT,3.02,24.95,Plyometric Push-ups
48.54,Female,84.35,1.68,2614.89,HIIT,4.02,29.89,Plyometric Push-ups
23.85,Female,40.39,1.64,978.32,Strength,2.01,15.02,Prone Cobras
48.42,Female,80.34,1.77,1569.19,Cardio,3.97,25.64,Calf Raises
25.0,Female,40.67,1.62,1429.21,Cardio,4.0,15.5,Flutter Kicks
24.81,Female,41.41,1.62,1621.35,Strength,4.01,15.78,Plank
34.04,Female,70.71,1.64,1353.38,Strength,3.99,26.29,Leg Press
30.5,Female,64.45,1.87,563.2,Cardio,2.0,18.43,Mountain Climbers
51.07,Male,50.03,1.61,898.42,Yoga,2.0,19.3,Turkish Get-ups
46.12,Female,54.58,1.72,594.54,Yoga,2.02,18.45,Tricep Extensions
42.85,Male,68.23,1.52,1370.51,Cardio,3.99,29.53,Bicycle Crunches
59.22,Male,60.23,1.73,1359.6,HIIT,3.0,20.12,Lunges
47.33,Male,87.24,1.64,1569.01,Yoga,3.96,32.44,Leg Raises
27.02,Male,62.1,1.8,1476.44,Strength,1.98,19.17,Burpees
49.82,Male,73.8,1.55,785.34,Cardio,2.98,30.72,Deadlifts
36.79,Female,75.49,1.77,1305.6,Cardio,4.01,24.1,Squats
58.26,Male,109.24,1.91,1431.59,Cardio,3.04,29.94,Lat Pulldowns
46.04,Female,84.53,2.0,1895.71,Cardio,5.03,21.13,Russian Twists
28.77,Female,60.05,1.62,839.97,Strength,2.0,22.88,Squats
27.25,Male,89.91,1.87,1688.69,Cardio,5.0,25.71,Burpees
49.71,Male,95.43,1.61,1535.03,HIIT,4.0,36.82,Plyometric Push-ups
47.06,Female,46.2,1.93,935.22,Yoga,2.97,12.4,Scissors Kicks
33.92,Female,88.0,1.64,1984.87,Cardio,4.02,32.72,Bicycle Crunches
37.15,Male,72.76,1.75,1152.96,Cardio,2.99,23.76,Dips
21.73,Male,45.12,1.72,1063.82,Yoga,3.99,15.25,Frog Jumps
23.77,Female,62.6,1.79,1362.06,Cardio,3.99,19.54,Reverse Lunges
58.95,Female,65.49,1.52,1818.56,HIIT,3.0,28.35,Kettlebell Swings
38.63,Female,42.52,1.75,1129.63,Strength,2.04,13.88,Lateral Raises
52.48,Female,85.63,1.8,1992.06,Strength,5.01,26.43,Bicycle Crunches
19.24,Female,73.21,1.79,528.48,Yoga,3.01,22.85,Jumping Jacks
25.99,Female,47.83,1.77,1503.55,HIIT,2.99,15.27,Tricep Extensions
38.56,Male,70.28,1.52,855.37,Yoga,4.01,30.42,Burpees
28.38,Male,121.87,1.94,741.6,Yoga,4.03,32.38,Lat Pulldowns
28.66,Female,94.91,1.86,422.4,Yoga,1.98,27.43,Rows
32.37,Male,62.07,1.58,2197.91,Strength,4.99,24.86,Resistance Band Pull-Aparts
24.79,Female,66.14,1.77,580.8,Yoga,3.03,21.11,Dragon Flags
56.95,Male,112.63,1.61,879.13,Yoga,3.01,43.45,Wall Angels
20.04,Male,77.16,1.62,971.19,Yoga,4.02,29.4,Bicep Curls
44.72,Female,118.12,1.95,769.76,Yoga,3.01,31.06,Lat Pulldowns
23.8,Female,72.84,1.76,852.17,Strength,3.01,23.51,Jumping Jacks
47.63,Male,128.55,1.61,763.2,Yoga,4.07,49.59,Push-ups
32.03,Female,102.76,1.98,899.25,Yoga,3.01,26.21,Scissors Kicks
56.23,Male,48.74,1.87,616.56,Cardio,3.0,13.94,Leg Raises
22.4,Male,40.64,1.56,1042.26,Yoga,4.01,16.7,Mountain Climbers
21.96,Female,106.42,1.83,1083.6,Strength,4.03,31.78,Resistance Band Pull-Aparts
41.83,Male,97.29,1.91,977.57,Cardio,2.99,26.67,Lunges
24.86,Male,77.3,1.55,554.9,Strength,2.01,32.17,Tricep Extensions
36.94,Male,73.47,1.75,751.3,Yoga,3.01,23.99,Plank
51.18,Male,49.69,1.61,1633.5,HIIT,2.01,19.17,Resistance Band Pull-Aparts
34.96,Female,77.44,1.67,1492.84,HIIT,3.98,27.77,Rows
53.92,Female,46.05,1.5,1690.92,HIIT,2.03,20.47,Pull-ups
57.42,Male,96.01,1.74,1330.61,Strength,3.0,31.71,Bulgarian Split Squats
22.18,Female,44.07,1.72,1411.2,Cardio,4.03,14.9,Calf Raises
29.06,Female,69.05,1.72,1424.41,HIIT,4.02,23.34,Scissors Kicks
45.46,Female,72.65,1.87,943.2,Yoga,3.99,20.78,Reverse Lunges
45.24,Male,81.37,1.61,1511.07,HIIT,4.02,31.39,Turkish Get-ups
45.66,Female,56.97,1.6,588.47,Yoga,2.97,22.25,Dips
19.75,Male,117.76,1.81,973.62,Yoga,3.0,35.95,Bicep Curls
42.47,Male,46.27,1.78,537.29,Cardio,2.01,14.6,Prone Cobras
27.86,Male,114.96,1.87,996.74,Cardio,2.99,32.87,Windshield Wipers
20.83,Male,125.61,1.66,1821.6,HIIT,3.0,45.58,Bulgarian Split Squats
19.05,Male,49.45,1.68,1021.55,Yoga,4.0,17.52,Kettlebell Swings
48.05,Male,67.5,1.69,918.76,HIIT,2.96,23.63,Wall Angels
53.03,Male,48.45,1.75,1396.87,HIIT,3.98,15.82,Lunges
48.25,Female,68.06,1.69,918.76,HIIT,3.03,23.83,Inverted Rows
38.78,Female,60.69,1.65,1117.25,HIIT,2.99,22.29,Leg Press
57.96,Female,43.43,1.57,1057.37,Strength,2.98,17.62,Superman
32.09,Female,68.37,1.92,1229.76,Cardio,1.98,18.55,Leg Press
50.27,Female,74.48,1.55,467.75,Yoga,1.98,31.0,Bench Press
51.06,Female,88.24,1.62,1838.31,Strength,4.0,33.62,Bird Dogs
19.84,Male,82.52,1.99,2414.84,HIIT,5.0,20.84,Squats
26.55,Female,61.3,1.8,1453.98,Strength,2.02,18.92,Box Jumps
51.85,Male,82.51,1.72,1347.52,HIIT,4.01,27.89,Rows
28.83,Female,59.24,1.61,1143.35,Cardio,2.96,22.85,Pistol Squats
42.14,Female,72.43,1.69,1412.4,HIIT,2.96,25.36,Incline Push-ups
23.37,Female,44.14,1.62,575.24,Strength,2.0,16.82,Russian Twists
23.09,Male,71.72,1.72,827.25,Yoga,2.02,24.24,Dragon Flags
52.66,Female,64.11,1.55,1387.33,Yoga,3.98,26.68,Lunges
25.93,Male,71.42,1.5,760.38,Yoga,2.01,31.74,Zottman Curls
38.09,Male,41.23,1.79,536.31,Cardio,2.01,12.87,Leg Press
57.08,Male,62.31,1.52,1123.25,HIIT,3.01,26.97,Inverted Rows
32.51,Male,77.36,1.92,999.13,Yoga,3.03,20.99,Bicep Curls
26.2,Female,75.09,1.79,1277.59,Strength,3.0,23.44,Pistol Squats
58.06,Female,82.42,1.87,2241.65,HIIT,4.01,23.57,Leg Press
29.06,Male,86.61,1.86,1193.4,Yoga,3.99,25.03,Pistol Squats
49.79,Female,61.72,1.75,1320.89,Strength,3.99,20.15,Resistance Band Pull-Aparts
23.91,Female,63.51,1.79,1371.66,Cardio,4.0,19.82,Plank
28.01,Male,76.33,1.62,1518.0,HIIT,2.98,29.08,Bicep Curls
26.1,Female,127.85,1.73,1162.66,Cardio,2.98,42.72,Leg Raises
39.01,Female,108.14,1.88,871.2,HIIT,2.01,30.6,Deadlift
52.11,Male,66.02,1.74,1420.8,Cardio,4.01,21.81,Scissors Kicks
25.09,Female,64.42,1.71,739.87,Yoga,3.0,22.03,Frog Jumps
52.08,Male,61.85,1.69,2117.7,Strength,4.0,21.66,Frog Jumps
20.18,Male,54.88,1.6,1210.61,Strength,4.01,21.44,Bicycle Crunches
30.8,Male,60.22,1.77,1332.77,Yoga,4.0,19.22,Face Pulls
29.77,Male,62.95,1.92,1119.72,Strength,2.01,17.08,Decline Push-ups
34.99,Female,77.29,1.67,1083.9,Cardio,3.99,27.71,Wall Angels
48.23,Male,57.03,1.51,1321.78,Cardio,3.99,25.01,Inverted Rows
52.29,Female,61.66,1.69,2572.02,HIIT,4.01,21.59,Deadlifts
29.23,Male,120.25,1.87,1730.64,HIIT,3.98,34.39,Deadlifts
58.99,Female,78.71,1.92,634.18,Cardio,3.01,21.35,Face Pulls
48.76,Female,83.0,1.95,1986.4,Cardio,4.99,21.83,Bicep Curls
53.97,Female,78.81,1.66,1360.93,Cardio,3.01,28.6,Box Jumps
45.83,Male,61.28,1.71,1300.6,Yoga,4.0,20.96,Mountain Climbers
21.43,Female,73.23,1.68,857.51,Yoga,3.0,25.95,Decline Push-ups
23.93,Female,52.56,1.57,1132.1,Cardio,1.98,21.32,Deadlifts
38.96,Female,102.07,1.94,586.87,Yoga,3.01,27.12,Frog Jumps
48.84,Female,49.29,1.54,1233.92,Cardio,3.0,20.78,Push Ups
44.75,Female,73.1,1.75,820.8,Yoga,3.97,23.87,Bench Press
43.38,Male,46.78,1.63,1030.54,Cardio,2.01,17.61,Lateral Raises
45.27,Female,80.73,1.76,1327.02,Yoga,3.96,26.06,Turkish Get-ups
43.06,Female,66.86,1.83,1064.71,Cardio,3.02,19.96,Incline Push-ups
39.98,Female,52.87,1.66,1676.4,HIIT,3.02,19.19,Bicep Curls
41.82,Male,48.92,1.49,828.69,Yoga,3.01,22.04,Superman
57.12,Male,55.94,1.99,805.73,Yoga,2.99,14.13,Dragon Flags
57.98,Female,49.26,1.67,1479.6,Strength,4.02,17.66,Squats
40.42,Female,51.81,1.61,574.72,Yoga,1.98,19.99,Push Ups
38.9,Male,60.49,1.83,1298.16,Cardio,3.99,18.06,Incline Push-ups
54.94,Female,119.02,1.72,931.7,HIIT,2.98,40.23,Calf Raises
44.06,Male,68.63,1.75,1246.3,HIIT,3.01,22.41,Face Pulls
51.19,Male,55.49,1.53,799.2,Yoga,4.03,23.7,Dips
54.68,Male,118.79,1.72,687.02,Cardio,3.03,40.15,Turkish Get-ups
54.25,Male,46.47,1.5,1368.68,Strength,2.01,20.65,Windshield Wipers
18.32,Male,62.26,1.85,1063.83,HIIT,2.99,18.19,Scissors Kicks
18.0,Female,68.03,1.8,1456.84,HIIT,4.02,21.0,Incline Push-ups
45.02,Female,85.08,1.86,2332.69,HIIT,5.03,24.59,Deadlift
57.97,Male,51.71,1.79,739.87,Yoga,2.98,16.14,Bicycle Crunches
40.35,Female,55.01,1.61,2218.2,HIIT,4.03,21.22,Renegade Rows
20.31,Male,75.88,1.78,1013.51,Yoga,4.01,23.95,Decline Push-ups
45.81,Male,55.57,1.72,1028.74,Yoga,3.02,18.78,Tricep Dips
51.96,Female,44.48,1.62,1706.1,HIIT,3.01,16.95,Step-ups
24.63,Female,112.35,1.96,1403.24,Strength,1.99,29.25,Lunges
35.29,Female,101.94,1.93,561.0,Yoga,1.98,27.37,Lateral Raises
57.28,Female,126.54,1.63,846.34,Cardio,2.04,47.63,Deadlift
41.05,Male,65.14,1.57,742.22,Yoga,3.98,26.43,Push-ups
35.06,Female,100.47,1.63,1097.9,Strength,1.99,37.81,Push Ups
29.77,Male,87.22,1.93,1956.7,Cardio,5.04,23.42,Jumping Jacks
26.26,Male,70.45,1.66,801.9,Strength,3.02,25.57,Jumping Jacks
42.07,Female,59.62,1.74,2084.2,Strength,4.98,19.69,Burpees
18.0,Female,87.52,1.93,2459.6,HIIT,3.98,23.5,Deadlift
37.18,Female,76.99,1.77,978.38,Yoga,4.03,24.57,Bird Dogs
31.2,Female,47.94,1.65,1331.0,HIIT,2.0,17.61,Mountain Climbers
56.24,Male,48.23,1.87,606.65,Cardio,2.98,13.79,Thrusters
45.0,Male,65.24,1.57,582.38,Cardio,2.03,26.47,Squats
38.02,Male,61.86,1.54,1955.23,HIIT,2.95,26.08,Push Ups
38.11,Female,77.74,1.58,476.06,Yoga,1.99,31.14,Plyometric Push-ups
22.31,Female,42.39,1.56,1938.78,HIIT,3.02,17.42,Bear Crawls
18.77,Female,128.03,1.93,1360.8,Strength,3.99,34.37,Plyo Squats
25.28,Female,63.23,1.68,620.4,Yoga,2.0,22.4,Thrusters
54.11,Female,116.41,2.0,996.21,Cardio,3.01,29.1,Scissors Kicks
33.47,Male,39.96,1.63,1027.2,Cardio,4.04,15.04,Bird Dogs
